Planeta,Zonas Estables,Zonas Inestables,Zonas Colisión m2,Área Estable (km²),Área Inestable (km²),Área Colisión m2 (km²)
HD 147018 b,884,9116,0,18100000000000.0,186000000000000.0,0.0
HD 147018 c,898,9100,2,1190000000000000.0,1.2e+16,2650000000000.0
HD 147873 b,917,9080,3,89500000000000.0,886000000000000.0,293000000000.0
HD 147873 c,838,9160,2,555000000000000.0,6070000000000000.0,1320000000000.0
HD 152843 b,117,9867,16,461000000000.0,38900000000000.0,63000000000.0
HD 152843 c,116,9868,16,912000000000.0,77600000000000.0,126000000000.0
HD 154857 b,761,9237,2,453000000000000.0,5500000000000000.0,1190000000000.0
HD 154857 c,772,9227,1,7940000000000000.0,9.49e+16,10300000000000.0
HD 155358 b,663,9335,2,94200000000000.0,1330000000000000.0,284000000000.0
HD 155358 c,607,9389,4,226000000000000.0,3500000000000000.0,1490000000000.0
HD 155918 b,111,9876,13,35800000000.0,3180000000000.0,4190000000.0
HD 155918 c,990,9008,2,6.16e+16,5.61e+17,124000000000000.0
HD 156279 b,746,9250,4,67300000000000.0,835000000000000.0,361000000000.0
HD 156279 c,817,9180,3,8800000000000000.0,9.89e+16,32300000000000.0
HD 159243 b,705,9294,1,3050000000000.0,40300000000000.0,4330000000.0
HD 159243 c,843,9156,1,193000000000000.0,2100000000000000.0,229000000000.0
HD 159868 b,870,9127,3,1680000000000000.0,1.76e+16,5780000000000.0
HD 159868 c,578,9416,6,220000000000000.0,3590000000000000.0,2290000000000.0
HD 160691 b,908,9091,1,732000000000000.0,7320000000000000.0,806000000000.0
HD 160691 c,921,9079,0,5730000000000000.0,5.65e+16,0.0
HD 160691 d,120,9865,15,389000000000.0,32000000000000.0,48700000000.0
HD 160691 e,765,9231,4,252000000000000.0,3050000000000000.0,1320000000000.0
HD 163607 b,603,9393,4,28300000000000.0,441000000000000.0,188000000000.0
HD 163607 c,878,9118,4,1800000000000000.0,1.86e+16,8180000000000.0
HD 164922 b,453,9535,12,757000000000000.0,1.59e+16,20000000000000.0
HD 164922 c,150,9833,17,6250000000000.0,409000000000000.0,708000000000.0
HD 164922 d,93,9888,19,353000000000.0,37600000000000.0,72200000000.0
HD 164922 e,136,9843,21,2560000000000.0,185000000000000.0,395000000000.0
HD 168443 b,959,9039,2,29300000000000.0,276000000000000.0,61100000000.0
HD 183263 b,927,9070,3,708000000000000.0,6920000000000000.0,2290000000000.0
HD 183263 c,460,9536,4,5140000000000000.0,1.07e+17,44700000000000.0
HD 187123 b,516,9476,8,335000000000.0,6160000000000.0,5200000000.0
HD 187123 c,913,9086,1,7820000000000000.0,7.78e+16,8560000000000.0
HD 189567 b,126,9859,15,556000000000.0,43500000000000.0,66200000000.0
HD 189567 c,116,9870,14,1610000000000.0,137000000000000.0,195000000000.0
HD 190360 b,845,9154,1,4750000000000000.0,5.15e+16,5620000000000.0
HD 190360 c,205,9787,8,1230000000000.0,58900000000000.0,48100000000.0
HD 191939 b,142,9843,15,329000000000.0,22800000000000.0,34700000000.0
HD 191939 c,124,9864,12,1360000000000.0,108000000000000.0,132000000000.0
HD 191939 d,89,9888,23,1450000000000.0,161000000000000.0,374000000000.0
HD 191939 e,477,9515,8,28300000000000.0,564000000000000.0,475000000000.0
HD 191939 f,929,9066,5,4580000000000000.0,4.47e+16,24600000000000.0
HD 191939 g,169,9820,11,39900000000000.0,2320000000000000.0,2600000000000.0
HD 196067 b,701,9296,3,5570000000000000.0,7.38e+16,23800000000000.0
HD 20003 b,148,9834,18,503000000000.0,33400000000000.0,61100000000.0
HD 20003 c,166,9823,11,2290000000000.0,136000000000000.0,152000000000.0
HD 200964 b,744,9254,2,653000000000000.0,8120000000000000.0,1750000000000.0
HD 200964 c,667,9331,2,918000000000000.0,1.28e+16,2750000000000.0
HD 204313 b,975,9023,2,3540000000000000.0,3.28e+16,7260000000000.0
HD 204313 c,169,9820,11,2690000000000.0,157000000000000.0,175000000000.0
HD 20782 b,803,9195,2,536000000000000.0,6130000000000000.0,1330000000000.0
HD 207832 b,526,9470,4,64700000000000.0,1160000000000000.0,492000000000.0
HD 207832 c,599,9397,4,957000000000000.0,1.5e+16,6390000000000.0
HD 20794 b,89,9888,23,504000000000.0,55900000000000.0,130000000000.0
HD 20794 d,102,9875,23,4800000000000.0,465000000000000.0,1080000000000.0
HD 20794 e,102,9874,24,9460000000000.0,916000000000000.0,2230000000000.0
HD 20794 f,110,9877,13,72200000000000.0,6480000000000000.0,8540000000000.0
HD 213885 b,116,9869,15,16800000000.0,1430000000000.0,2170000000.0
HD 213885 c,179,9803,18,207000000000.0,11300000000000.0,20800000000.0
HD 21693 b,126,9860,14,955000000000.0,74700000000000.0,106000000000.0
HD 21693 c,188,9796,16,4500000000000.0,235000000000000.0,383000000000.0
HD 217107 b,790,9209,1,1530000000000.0,17900000000000.0,1940000000.0
HD 217107 c,959,9039,2,1.2e+16,1.14e+17,25100000000000.0
HD 219828 b,178,9808,14,153000000000.0,8430000000000.0,12000000000.0
HD 224018 b,91,9888,21,295000000000.0,32100000000000.0,68200000000.0
HD 224018 c,126,9860,14,2120000000000.0,166000000000000.0,236000000000.0
HD 224018 d,91,9891,18,9150000000000.0,995000000000000.0,1810000000000.0
HD 24040 b,970,9028,2,8410000000000000.0,7.83e+16,17300000000000.0
HD 24040 c,308,9686,6,186000000000000.0,5860000000000000.0,3630000000000.0
HD 28185 b,991,9007,2,379000000000000.0,3450000000000000.0,766000000000.0
HD 28185 c,782,9215,3,2.02e+16,2.38e+17,77600000000000.0
HD 28471 b,89,9888,23,56200000000.0,6250000000000.0,14500000000.0
HD 28471 c,102,9878,20,154000000000.0,14900000000000.0,30300000000.0
HD 28471 d,98,9885,17,351000000000.0,35400000000000.0,60900000000.0
HD 30177 b,803,9196,1,3730000000000000.0,4.28e+16,4650000000000.0
HD 30177 c,719,9279,2,2.71e+16,3.5e+17,75400000000000.0
HD 31527 b,134,9853,13,755000000000.0,55500000000000.0,73200000000.0
HD 31527 c,156,9831,13,3960000000000.0,250000000000000.0,330000000000.0
HD 31527 d,142,9843,15,33300000000000.0,2310000000000000.0,3520000000000.0
HD 34445 b,625,9369,6,959000000000000.0,1.44e+16,9210000000000.0
HD 34445 c,291,9703,6,53700000000000.0,1790000000000000.0,1110000000000.0
HD 34445 d,219,9771,10,18200000000000.0,812000000000000.0,831000000000.0
HD 34445 e,165,9820,15,4270000000000.0,254000000000000.0,388000000000.0
HD 34445 f,242,9747,11,206000000000000.0,8310000000000000.0,9380000000000.0
HD 34445 g,429,9565,6,6210000000000000.0,1.39e+17,86900000000000.0
HD 37124 b,636,9358,6,64900000000000.0,954000000000000.0,612000000000.0
HD 37124 c,624,9370,6,653000000000000.0,9810000000000000.0,6280000000000.0
HD 37124 d,644,9351,5,1820000000000000.0,2.64e+16,14100000000000.0
HD 38529 b,582,9411,7,2760000000000.0,44600000000000.0,33100000000.0
HD 38529 c,843,9153,4,3140000000000000.0,3.41e+16,14900000000000.0
HD 39091 b,480,9510,10,1850000000000000.0,3.66e+16,38500000000000.0
HD 4203 b,880,9119,1,431000000000000.0,4470000000000000.0,490000000000.0
HD 4203 c,891,9108,1,1.54e+16,1.58e+17,17300000000000.0
HD 43197 b,542,9449,9,151000000000000.0,2630000000000000.0,2510000000000.0
HD 43197 c,968,9032,0,2.53e+16,2.36e+17,0.0
HD 45184 b,138,9844,18,205000000000.0,14600000000000.0,26700000000.0
HD 45184 c,118,9866,16,511000000000.0,42700000000000.0,69300000000.0
HD 47186 b,198,9789,13,177000000000.0,8760000000000.0,11600000000.0
HD 47186 c,438,9554,8,900000000000000.0,1.96e+16,16400000000000.0
HD 48265 b,969,9029,2,1140000000000000.0,1.06e+16,2360000000000.0
HD 48265 c,921,9076,3,3.57e+16,3.52e+17,116000000000000.0
HD 50499 b,760,9238,2,4000000000000000.0,4.86e+16,10500000000000.0
HD 50499 c,887,9112,1,2.58e+16,2.65e+17,29100000000000.0
HD 51608 b,165,9821,14,663000000000.0,39400000000000.0,56200000000.0
HD 51608 c,177,9808,15,9200000000000.0,510000000000000.0,779000000000.0
HD 5319 b,761,9236,3,672000000000000.0,8150000000000000.0,2650000000000.0
HD 5319 c,648,9349,3,864000000000000.0,1.25e+16,4000000000000.0
HD 63433 b,191,9793,16,355000000000.0,18200000000000.0,29700000000.0
HD 63433 c,165,9820,15,1260000000000.0,75000000000000.0,114000000000.0
HD 63433 d,76,9897,27,68900000000.0,8970000000000.0,24500000000.0
HD 65216 b,817,9182,1,495000000000000.0,5570000000000000.0,606000000000.0
HD 65216 c,882,9117,1,1.04e+16,1.08e+17,11800000000000.0
HD 66428 b,874,9123,3,3610000000000000.0,3.77e+16,12400000000000.0
HD 66428 c,837,9161,2,2.65e+16,2.9e+17,63400000000000.0
HD 68988 b,827,9172,1,1450000000000.0,16100000000000.0,1750000000.0
HD 72659 b,921,9076,3,7000000000000000.0,6.9e+16,22800000000000.0
HD 72659 c,693,9303,4,1.15e+17,1.54e+18,662000000000000.0
HD 73526 b,916,9082,2,139000000000000.0,1370000000000000.0,303000000000.0
HD 73526 c,881,9118,1,335000000000000.0,3460000000000000.0,380000000000.0
HD 74156 b,814,9184,2,22900000000000.0,258000000000000.0,56100000000.0
HD 74156 c,973,9027,0,4710000000000000.0,4.37e+16,0.0
HD 74698 b,191,9796,13,1000000000000.0,51400000000000.0,68200000000.0
HD 74698 c,447,9542,11,3240000000000000.0,6.92e+16,79800000000000.0
HD 75784 b,636,9359,5,243000000000000.0,3570000000000000.0,1910000000000.0
HD 75784 c,989,9008,3,2.5e+16,2.28e+17,75800000000000.0
HD 80653 b,97,9885,18,9580000000.0,977000000000.0,1780000000.0
HD 82943 b,819,9180,1,410000000000000.0,4600000000000000.0,501000000000.0
HD 82943 c,859,9140,1,170000000000000.0,1810000000000000.0,198000000000.0
HD 86226 b,482,9513,5,1290000000000000.0,2.54e+16,13300000000000.0
HD 86226 c,109,9877,14,93700000000.0,8490000000000.0,12000000000.0
HD 92788 b,927,9070,3,312000000000000.0,3060000000000000.0,1010000000000.0
HD 92788 c,931,9066,3,3.68e+16,3.58e+17,118000000000000.0
HD 93385 b,91,9887,22,186000000000.0,20200000000000.0,45000000000.0
HD 93385 c,108,9874,18,485000000000.0,44400000000000.0,80900000000.0
HD 93385 d,116,9869,15,2730000000000.0,233000000000000.0,353000000000.0
HD 93963 A b,82,9899,19,12500000000.0,1510000000000.0,2890000000.0
HD 93963 A c,170,9817,13,136000000000.0,7850000000000.0,10400000000.0
HD 9446 b,601,9395,4,7690000000000.0,120000000000000.0,51200000000.0
HD 9446 c,855,9144,1,131000000000000.0,1400000000000000.0,153000000000.0
HD 95089 b,644,9351,5,427000000000000.0,6190000000000000.0,3310000000000.0
HD 95089 c,889,9110,1,3530000000000000.0,3.62e+16,3970000000000.0
HD 96700 b,125,9863,12,270000000000.0,21300000000000.0,25900000000.0
HD 96700 c,89,9886,25,634000000000.0,70400000000000.0,178000000000.0
HD 96700 d,152,9834,14,9780000000000.0,633000000000000.0,901000000000.0
HIP 14810 b,918,9082,0,1590000000000.0,15800000000000.0,0.0
HIP 14810 c,775,9224,1,83600000000000.0,996000000000000.0,108000000000.0
HIP 14810 d,549,9443,8,740000000000000.0,1.27e+16,10800000000000.0
HIP 67522 b,309,9682,9,619000000000.0,19400000000000.0,18000000000.0
HIP 67522 c,257,9730,13,1390000000000.0,52500000000000.0,70200000000.0
K2-111 b,104,9874,22,119000000000.0,11300000000000.0,25100000000.0
K2-111 c,147,9837,16,704000000000.0,47100000000000.0,76600000000.0
K2-138 b,89,9889,22,36500000000.0,4060000000000.0,9030000000.0
K2-138 c,108,9873,19,77000000000.0,7040000000000.0,13500000000.0
K2-138 d,116,9868,16,144000000000.0,12300000000000.0,19900000000.0
K2-138 e,149,9830,21,326000000000.0,21500000000000.0,46000000000.0
K2-138 f,78,9902,20,305000000000.0,38700000000000.0,78200000000.0
K2-138 g,96,9889,15,1840000000000.0,189000000000000.0,287000000000.0
K2-157 b,76,9897,27,2520000000.0,328000000000.0,895000000.0
K2-157 c,238,9751,11,2320000000000.0,95100000000000.0,107000000000.0
K2-157 d,207,9788,5,7080000000000.0,335000000000000.0,171000000000.0
K2-19 b,238,9751,11,478000000000.0,19600000000000.0,22100000000.0
K2-19 c,142,9842,16,490000000000.0,34000000000000.0,55200000000.0
K2-19 d,108,9876,16,46800000000.0,4280000000000.0,6930000000.0
K2-229 b,86,9891,23,5280000000.0,608000000000.0,1410000000.0
K2-229 c,114,9869,17,241000000000.0,20900000000000.0,36000000000.0
K2-24 b,176,9810,14,1490000000000.0,83300000000000.0,119000000000.0
K2-24 c,153,9833,14,3340000000000.0,215000000000000.0,306000000000.0
K2-312 c,948,9050,2,1310000000000000.0,1.25e+16,2750000000000.0
K2-32 b,178,9807,15,403000000000.0,22200000000000.0,33900000000.0
K2-32 c,124,9865,11,851000000000.0,67700000000000.0,75500000000.0
K2-32 d,114,9868,18,1390000000000.0,120000000000000.0,219000000000.0
K2-32 e,82,9897,21,70500000000.0,8510000000000.0,18000000000.0
K2-37 b,87,9889,24,81200000000.0,9230000000000.0,22400000000.0
K2-37 c,112,9872,16,171000000000.0,15100000000000.0,24500000000.0
K2-37 d,156,9828,16,678000000000.0,42700000000000.0,69600000000.0
K2-38 b,109,9876,15,97300000000.0,8820000000000.0,13400000000.0
K2-38 c,114,9868,18,369000000000.0,32000000000000.0,58300000000.0
K2-99 b,557,9434,9,4670000000000.0,79100000000000.0,75400000000.0
K2-99 c,1000,8994,6,732000000000000.0,6590000000000000.0,4390000000000.0
KOI-142 b,124,9860,16,408000000000.0,32400000000000.0,52600000000.0
KOI-142 c,591,9403,6,5030000000000.0,80000000000000.0,51000000000.0
Kepler-101 b,271,9720,9,218000000000.0,7820000000000.0,7240000000.0
Kepler-101 c,89,9893,18,149000000000.0,16600000000000.0,30200000000.0
Kepler-103 b,124,9863,13,785000000000.0,62500000000000.0,82300000000.0
Kepler-103 c,286,9709,5,45700000000000.0,1550000000000000.0,799000000000.0
Kepler-129 b,170,9816,14,1030000000000.0,59400000000000.0,84700000000.0
Kepler-129 c,245,9742,13,13300000000000.0,531000000000000.0,708000000000.0
Kepler-129 d,895,9103,2,5130000000000000.0,5.22e+16,11500000000000.0
Kepler-1489 b,89,9889,22,4310000000000.0,479000000000000.0,1070000000000.0
Kepler-1513 b,292,9700,8,33900000000000.0,1130000000000000.0,930000000000.0
Kepler-407 b,78,9896,26,6550000000.0,831000000000.0,2180000000.0
Kepler-407 c,777,9217,6,2980000000000000.0,3.53e+16,23000000000000.0
Kepler-539 b,681,9317,2,60700000000000.0,830000000000000.0,178000000000.0
Kepler-539 c,885,9114,1,1860000000000000.0,1.91e+16,2100000000000.0
Kepler-69 b,108,9876,16,342000000000.0,31200000000000.0,50600000000.0
Kepler-69 c,95,9886,19,13900000000000.0,1450000000000000.0,2790000000000.0
Kepler-879 b,110,9876,14,1590000000000.0,143000000000000.0,203000000000.0
Kepler-88 d,932,9067,1,2030000000000000.0,1.97e+16,2180000000000.0
Kepler-963 b,120,9865,15,310000000000.0,25500000000000.0,38700000000.0
OGLE-2012-BLG-0026L b,269,9722,9,1540000000000000.0,5.57e+16,51600000000000.0
OGLE-2012-BLG-0026L c,639,9356,5,5270000000000000.0,7.72e+16,41300000000000.0
OGLE-2019-BLG-0468L b,912,9085,3,3530000000000000.0,3.52e+16,11600000000000.0
OGLE-2019-BLG-0468L c,882,9115,3,2420000000000000.0,2.5e+16,8240000000000.0
TIC 139270665 b,488,9504,8,4640000000000.0,90400000000000.0,76100000000.0
TIC 139270665 c,860,9138,2,1230000000000000.0,1.31e+16,2860000000000.0
TIC 434398831 b,142,9842,16,110000000000.0,7590000000000.0,12300000000.0
TIC 434398831 c,214,9781,5,331000000000.0,15100000000000.0,7730000000.0
TOI-1062 b,133,9853,14,129000000000.0,9540000000000.0,13600000000.0
TOI-1062 c,129,9857,14,296000000000.0,22600000000000.0,32100000000.0
TOI-1117 b,120,9865,15,46800000000.0,3850000000000.0,5850000000.0
TOI-1117 c,120,9864,16,123000000000.0,10100000000000.0,16300000000.0
TOI-1117 d,136,9849,15,325000000000.0,23500000000000.0,35900000000.0
TOI-1203 b,89,9887,24,75600000000.0,8390000000000.0,20400000000.0
TOI-1203.01,116,9869,15,1110000000000.0,94100000000000.0,143000000000.0
TOI-1232 b,582,9413,5,2850000000000.0,46100000000000.0,24500000000.0
TOI-1232 c,299,9698,3,4030000000000.0,131000000000000.0,40400000000.0
TOI-1233.01,114,9868,18,471000000000.0,40800000000000.0,74300000000.0
TOI-1288 b,276,9718,6,138000000000.0,4870000000000.0,3010000000.0
TOI-1288 c,383,9607,10,157000000000000.0,3940000000000000.0,4100000000000.0
TOI-1386 b,271,9722,7,2900000000000.0,104000000000000.0,75000000000.0
TOI-1386 c,345,9644,11,69500000000000.0,1940000000000000.0,2220000000000.0
TOI-1422 b,124,9860,16,508000000000.0,40400000000000.0,65600000000.0
TOI-1422 c,151,9834,15,2270000000000.0,148000000000000.0,226000000000.0
TOI-199 b,308,9686,6,20000000000000.0,628000000000000.0,389000000000.0
TOI-199 c,397,9594,9,92600000000000.0,2240000000000000.0,2100000000000.0
TOI-421 b,114,9869,17,125000000000.0,10800000000000.0,18700000000.0
TOI-421 c,170,9819,11,833000000000.0,48100000000000.0,53900000000.0
TOI-451 b,98,9886,16,26300000000.0,2660000000000.0,4300000000.0
TOI-451 c,90,9885,25,204000000000.0,22400000000000.0,56600000000.0
TOI-451 d,136,9850,14,664000000000.0,48100000000000.0,68400000000.0
TOI-5398 b,292,9700,8,1000000000000.0,33400000000000.0,27500000000.0
TOI-5398 c,126,9859,15,147000000000.0,11500000000000.0,17500000000.0
TOI-561 b,82,9898,20,3320000000.0,401000000000.0,811000000.0
TOI-561 c,110,9878,12,311000000000.0,28000000000000.0,34000000000.0
TOI-561 d,166,9825,9,1500000000000.0,88600000000000.0,81200000000.0
TOI-561 e,161,9823,16,6280000000000.0,383000000000000.0,624000000000.0
TOI-6041 b,229,9754,17,2240000000000.0,95200000000000.0,166000000000.0
TOI-6041 c,381,9615,4,18900000000000.0,477000000000000.0,198000000000.0
TOI-6109 b,185,9803,12,238000000000.0,12600000000000.0,15400000000.0
TOI-6109 c,185,9800,15,409000000000.0,21700000000000.0,33200000000.0
TOI-6695 b,291,9703,6,16800000000000.0,561000000000000.0,347000000000.0
TOI-6695 c,730,9268,2,184000000000000.0,2330000000000000.0,503000000000.0
TOI-7510 b,170,9814,16,632000000000.0,36500000000000.0,59500000000.0
TOI-7510 c,448,9541,11,4080000000000.0,86900000000000.0,100000000000.0
TOI-7510 d,539,9453,8,13800000000000.0,242000000000000.0,205000000000.0
TOI-763 b,132,9852,16,170000000000.0,12700000000000.0,20600000000.0
TOI-763 c,126,9857,17,461000000000.0,36100000000000.0,62200000000.0
WASP-126 b,366,9624,10,264000000000.0,6950000000000.0,7220000000.0
WASP-148 b,398,9594,8,962000000000.0,23200000000000.0,19300000000.0
WASP-148 c,462,9527,11,6910000000000.0,143000000000000.0,165000000000.0
WASP-47 b,736,9261,3,713000000000.0,8970000000000.0,2900000000.0
WASP-47 c,779,9219,2,541000000000000.0,6410000000000000.0,1390000000000.0
WASP-47 d,156,9830,14,404000000000.0,25400000000000.0,36200000000.0
WASP-47 e,117,9867,16,11700000000.0,989000000000.0,1600000000.0
WASP-8 b,897,9102,1,2060000000000.0,20900000000000.0,2300000000.0
WASP-8 c,459,9535,6,4580000000000000.0,9.52e+16,59900000000000.0
XO-2 N b,584,9411,5,281000000000.0,4530000000000.0,2410000000.0
XO-2 S b,375,9616,9,2440000000000.0,62500000000000.0,58500000000.0
XO-2 S c,790,9209,1,63500000000000.0,740000000000000.0,80400000000.0
XO-2 S d,904,9095,1,9650000000000000.0,9.71e+16,10700000000000.0
pi Men c,89,9888,23,149000000000.0,16600000000000.0,38500000000.0
pi Men d,142,9844,14,13000000000000.0,903000000000000.0,1280000000000.0
rho CrB b,728,9269,3,13100000000000.0,167000000000000.0,54100000000.0
rho CrB c,214,9778,8,13600000000000.0,619000000000000.0,507000000000.0
rho CrB e,89,9887,24,359000000000.0,39900000000000.0,96700000000.0
tau Cet f,98,9885,17,62400000000000.0,6300000000000000.0,10800000000000.0
tau Cet g,81,9894,25,513000000000.0,62700000000000.0,158000000000.0
tau Cet h,81,9892,27,1710000000000.0,209000000000000.0,571000000000.0
